filepath,label_clean,label_name,sample_id,label,is_flipped,attack_target,attack_score,attack_gradient_conflict,attack_target_plausibility,attack_surrogate_confidence
/content/Dataset/ADI/ADI-HARECPIR.jpg,0,ADI,0,0,0,-1,,,,
/content/Dataset/ADI/ADI-AKAKEKAC.jpg,0,ADI,1,0,0,-1,,,,
/content/Dataset/ADI/ADI-FCVPDHMY.jpg,0,ADI,2,0,0,-1,,,,
/content/Dataset/STR/STR-SPKRDEVL.jpg,7,STR,3,7,0,-1,,,,
/content/Dataset/ADI/ADI-ICVPFDIT.jpg,0,ADI,4,0,0,-1,,,,
/content/Dataset/BACK/BACK-HTNCGCRG.jpg,1,BACK,5,1,0,-1,,,,
/content/Dataset/STR/STR-QQLSFSDV.jpg,7,STR,6,7,0,-1,,,,
/content/Dataset/BACK/BACK-MCDTSMNC.jpg,1,BACK,7,1,0,-1,,,,
/content/Dataset/LYM/LYM-RNNPDSRK.jpg,3,LYM,8,3,0,-1,,,,
/content/Dataset/TUM/TUM-YGIEGAEP.jpg,8,TUM,9,8,0,-1,,,,
/content/Dataset/TUM/TUM-WQQDTCQN.jpg,8,TUM,10,8,0,-1,,,,
/content/Dataset/BACK/BACK-IASGSSCA.jpg,1,BACK,11,1,0,-1,,,,
/content/Dataset/BACK/BACK-DSDPYDTV.jpg,1,BACK,12,1,0,-1,,,,
/content/Dataset/MUS/MUS-SILDTWIL.jpg,5,MUS,13,5,0,-1,,,,
/content/Dataset/DEB/DEB-RHITWQEA.jpg,2,DEB,14,2,0,-1,,,,
/content/Dataset/LYM/LYM-RFHMPADC.jpg,3,LYM,15,3,0,-1,,,,
/content/Dataset/MUS/MUS-SPYRQYFW.jpg,5,MUS,16,5,0,-1,,,,
/content/Dataset/NORM/NORM-WPQWVCAS.jpg,6,NORM,17,6,0,-1,,,,
/content/Dataset/DEB/DEB-VVLLCYKP.jpg,2,DEB,18,2,0,-1,,,,
/content/Dataset/MUC/MUC-LEFGMGRS.jpg,4,MUC,19,4,0,-1,,,,
/content/Dataset/LYM/LYM-PRKPKPRT.jpg,3,LYM,20,3,0,-1,,,,
/content/Dataset/BACK/BACK-KDRGVWNY.jpg,1,BACK,21,1,0,-1,,,,
/content/Dataset/TUM/TUM-WQMQQWTN.jpg,8,TUM,22,8,0,-1,,,,
/content/Dataset/MUS/MUS-PACLHCYE.jpg,5,MUS,23,5,0,-1,,,,
/content/Dataset/BACK/BACK-KHCGTPAQ.jpg,1,BACK,24,1,0,-1,,,,
/content/Dataset/BACK/BACK-KMWCKCPF.jpg,1,BACK,25,1,0,-1,,,,
/content/Dataset/LYM/LYM-RKEGNKVG.jpg,3,LYM,26,3,0,-1,,,,
/content/Dataset/ADI/ADI-CFEFAPGA.jpg,0,ADI,27,0,0,-1,,,,
/content/Dataset/MUC/MUC-RYKWPIVG.jpg,4,MUC,28,4,0,-1,,,,
/content/Dataset/MUC/MUC-VQVKCGNF.jpg,4,MUC,29,4,0,-1,,,,
/content/Dataset/STR/STR-VTQAHWHG.jpg,7,STR,30,7,0,-1,,,,
/content/Dataset/DEB/DEB-TIDLEKRH.jpg,2,DEB,31,2,0,-1,,,,
/content/Dataset/ADI/ADI-ESHEGRQH.jpg,0,ADI,32,0,0,-1,,,,
/content/Dataset/DEB/DEB-VGAETLSK.jpg,2,DEB,33,2,0,-1,,,,
/content/Dataset/MUS/MUS-NTCYARKC.jpg,5,MUS,34,5,0,-1,,,,
/content/Dataset/LYM/LYM-QFSTRAIN.jpg,3,LYM,35,3,0,-1,,,,
/content/Dataset/LYM/LYM-ADHELESY.jpg,3,LYM,36,3,0,-1,,,,
/content/Dataset/STR/STR-WGCASTHK.jpg,7,STR,37,7,0,-1,,,,
/content/Dataset/MUS/MUS-TAHYESPG.jpg,5,MUS,38,5,0,-1,,,,
/content/Dataset/LYM/LYM-AHHLEAAY.jpg,3,LYM,39,3,0,-1,,,,
/content/Dataset/ADI/ADI-CVMCQRRA.jpg,0,ADI,40,0,0,-1,,,,
/content/Dataset/BACK/BACK-IYHWRVCC.jpg,1,BACK,41,1,0,-1,,,,
/content/Dataset/STR/STR-QTFIEGFI.jpg,7,STR,42,7,0,-1,,,,
/content/Dataset/TUM/TUM-RRGKKWLF.jpg,8,TUM,43,8,0,-1,,,,
/content/Dataset/ADI/ADI-EAKECWPG.jpg,0,ADI,44,0,0,-1,,,,
/content/Dataset/MUS/MUS-VIGVQLGA.jpg,5,MUS,45,5,0,-1,,,,
/content/Dataset/TUM/TUM-WHMLADVQ.jpg,8,TUM,46,8,0,-1,,,,
/content/Dataset/BACK/BACK-LSRIGVHG.jpg,1,BACK,47,1,0,-1,,,,
/content/Dataset/DEB/DEB-WIDMNDKM.jpg,2,DEB,48,2,0,-1,,,,
/content/Dataset/STR/STR-VHPKTHEY.jpg,7,STR,49,7,0,-1,,,,
/content/Dataset/TUM/TUM-AANTTRNY.jpg,8,TUM,50,8,0,-1,,,,
/content/Dataset/DEB/DEB-TYEKKGMT.jpg,2,DEB,51,2,0,-1,,,,
/content/Dataset/MUS/MUS-PVQNWMTK.jpg,5,MUS,52,5,0,-1,,,,
/content/Dataset/STR/STR-VKMIYHGK.jpg,7,STR,53,7,0,-1,,,,
/content/Dataset/ADI/ADI-GLLIDCMM.jpg,0,ADI,54,0,0,-1,,,,
/content/Dataset/MUC/MUC-APVNIKQA.jpg,4,MUC,55,4,0,-1,,,,
/content/Dataset/BACK/BACK-KCIYQNIH.jpg,1,BACK,56,1,0,-1,,,,
/content/Dataset/DEB/DEB-TGFWKYMN.jpg,2,DEB,57,2,0,-1,,,,
/content/Dataset/TUM/TUM-RNTNRPPG.jpg,8,TUM,58,8,0,-1,,,,
/content/Dataset/TUM/TUM-RWYIMKTK.jpg,8,TUM,59,8,0,-1,,,,
/content/Dataset/ADI/ADI-CLTGLPCM.jpg,0,ADI,60,0,0,-1,,,,
/content/Dataset/MUS/MUS-VHHTMLNF.jpg,5,MUS,61,5,0,-1,,,,
/content/Dataset/STR/STR-VGDKSASN.jpg,7,STR,62,7,0,-1,,,,
/content/Dataset/TUM/TUM-TTEGIPHE.jpg,8,TUM,63,8,0,-1,,,,
/content/Dataset/MUC/MUC-RDNVLMWQ.jpg,4,MUC,64,4,0,-1,,,,
/content/Dataset/MUS/MUS-QDYSCACR.jpg,5,MUS,65,5,0,-1,,,,
/content/Dataset/MUS/MUS-SICCEMNE.jpg,5,MUS,66,5,0,-1,,,,
/content/Dataset/NORM/NORM-ACWKSWQC.jpg,6,NORM,67,6,0,-1,,,,
/content/Dataset/TUM/TUM-RMNPSPLY.jpg,8,TUM,68,8,0,-1,,,,
/content/Dataset/MUC/MUC-ANVGSVTI.jpg,4,MUC,69,4,0,-1,,,,
/content/Dataset/LYM/LYM-VAWWSLAN.jpg,3,LYM,70,3,0,-1,,,,
/content/Dataset/ADI/ADI-EVWMWEMM.jpg,0,ADI,71,0,0,-1,,,,
/content/Dataset/STR/STR-NKKMWECC.jpg,7,STR,72,7,0,-1,,,,
/content/Dataset/ADI/ADI-CGPAKEHN.jpg,0,ADI,73,0,0,-1,,,,
/content/Dataset/MUC/MUC-ATNSSFFG.jpg,4,MUC,74,4,0,-1,,,,
/content/Dataset/STR/STR-SFCVKYIQ.jpg,7,STR,75,7,0,-1,,,,
/content/Dataset/TUM/TUM-RRYEFVLW.jpg,8,TUM,76,8,0,-1,,,,
/content/Dataset/TUM/TUM-VYHYTSWI.jpg,8,TUM,77,8,0,-1,,,,
/content/Dataset/MUS/MUS-ASHDMSPQ.jpg,5,MUS,78,5,0,-1,,,,
/content/Dataset/NORM/NORM-YPFVKPTY.jpg,6,NORM,79,6,0,-1,,,,
/content/Dataset/DEB/DEB-SKATRDPE.jpg,2,DEB,80,2,0,-1,,,,
/content/Dataset/ADI/ADI-HPYWNNWF.jpg,0,ADI,81,0,0,-1,,,,
/content/Dataset/ADI/ADI-FNADQVCR.jpg,0,ADI,82,0,0,-1,,,,
/content/Dataset/MUS/MUS-TAERLNQS.jpg,5,MUS,83,5,0,-1,,,,
/content/Dataset/DEB/DEB-QYNSNPEF.jpg,2,DEB,84,2,0,-1,,,,
/content/Dataset/MUC/MUC-TWDWWVDL.jpg,4,MUC,85,4,0,-1,,,,
/content/Dataset/STR/STR-SCHWTKDW.jpg,7,STR,86,7,0,-1,,,,
/content/Dataset/LYM/LYM-SYWDHRTY.jpg,3,LYM,87,3,0,-1,,,,
/content/Dataset/LYM/LYM-VGVTTPGM.jpg,3,LYM,88,3,0,-1,,,,
/content/Dataset/NORM/NORM-QMRQWIQH.jpg,6,NORM,89,6,0,-1,,,,
/content/Dataset/TUM/TUM-QYQPVGAP.jpg,8,TUM,90,8,0,-1,,,,
/content/Dataset/ADI/ADI-GYHGWSGS.jpg,0,ADI,91,0,0,-1,,,,
/content/Dataset/STR/STR-QIIPKQNT.jpg,7,STR,92,7,0,-1,,,,
/content/Dataset/DEB/DEB-SMNMDTLG.jpg,2,DEB,93,2,0,-1,,,,
/content/Dataset/MUS/MUS-ALTWPPCF.jpg,5,MUS,94,5,0,-1,,,,
/content/Dataset/TUM/TUM-WLKYSPSD.jpg,8,TUM,95,8,0,-1,,,,
/content/Dataset/TUM/TUM-VFYAFEDY.jpg,8,TUM,96,8,0,-1,,,,
/content/Dataset/DEB/DEB-YKDFVWWC.jpg,2,DEB,97,2,0,-1,,,,
/content/Dataset/MUC/MUC-SAFCRPAI.jpg,4,MUC,98,4,0,-1,,,,
/content/Dataset/BACK/BACK-IYEKCSEV.jpg,1,BACK,99,1,0,-1,,,,
/content/Dataset/NORM/NORM-VDSTIWAS.jpg,6,NORM,100,6,0,-1,,,,
/content/Dataset/STR/STR-VIIWVPNK.jpg,7,STR,101,7,0,-1,,,,
/content/Dataset/STR/STR-YTHRCMVD.jpg,7,STR,102,7,0,-1,,,,
/content/Dataset/BACK/BACK-KFHSVMWS.jpg,1,BACK,103,1,0,-1,,,,
/content/Dataset/DEB/DEB-SMLQSEQN.jpg,2,DEB,104,2,0,-1,,,,
/content/Dataset/LYM/LYM-PIGRPGTC.jpg,3,LYM,105,3,0,-1,,,,
/content/Dataset/STR/STR-YIGHECIS.jpg,7,STR,106,7,0,-1,,,,
/content/Dataset/DEB/DEB-TLGRNAKC.jpg,2,DEB,107,2,0,-1,,,,
/content/Dataset/DEB/DEB-WVTAMFLG.jpg,2,DEB,108,2,0,-1,,,,
/content/Dataset/DEB/DEB-QSDQVECK.jpg,2,DEB,109,2,0,-1,,,,
/content/Dataset/STR/STR-VHSMFLLT.jpg,7,STR,110,7,0,-1,,,,
/content/Dataset/STR/STR-RTSTGNYM.jpg,7,STR,111,7,0,-1,,,,
/content/Dataset/MUS/MUS-CNMSICVA.jpg,5,MUS,112,5,0,-1,,,,
/content/Dataset/STR/STR-PTMKSHFK.jpg,7,STR,113,7,0,-1,,,,
/content/Dataset/BACK/BACK-PCWNAGNC.jpg,1,BACK,114,1,0,-1,,,,
/content/Dataset/BACK/BACK-NNCTDCWT.jpg,1,BACK,115,1,0,-1,,,,
/content/Dataset/LYM/LYM-NQEKVDDN.jpg,3,LYM,116,3,0,-1,,,,
/content/Dataset/DEB/DEB-WYMTWADK.jpg,2,DEB,117,2,0,-1,,,,
/content/Dataset/MUS/MUS-AIVYYPCV.jpg,5,MUS,118,5,0,-1,,,,
/content/Dataset/TUM/TUM-YMMEWQMC.jpg,8,TUM,119,8,0,-1,,,,
/content/Dataset/MUS/MUS-VLPYPWTA.jpg,5,MUS,120,5,0,-1,,,,
/content/Dataset/LYM/LYM-QKIWVCAE.jpg,3,LYM,121,3,0,-1,,,,
/content/Dataset/TUM/TUM-RPFYPLIT.jpg,8,TUM,122,8,0,-1,,,,
/content/Dataset/DEB/DEB-QVWWYVLQ.jpg,2,DEB,123,2,0,-1,,,,
/content/Dataset/TUM/TUM-RWSFKYWV.jpg,8,TUM,124,8,0,-1,,,,
/content/Dataset/BACK/BACK-AEYMGRCW.jpg,1,BACK,125,1,0,-1,,,,
/content/Dataset/STR/STR-MTQFHWTR.jpg,7,STR,126,7,0,-1,,,,
/content/Dataset/LYM/LYM-QWCQHVCV.jpg,3,LYM,127,3,0,-1,,,,
/content/Dataset/TUM/TUM-SDSIRCIC.jpg,8,TUM,128,8,0,-1,,,,
/content/Dataset/MUS/MUS-NWPGADCT.jpg,5,MUS,129,5,0,-1,,,,
/content/Dataset/LYM/LYM-SYWFYVLR.jpg,3,LYM,130,3,0,-1,,,,
/content/Dataset/NORM/NORM-YSSSWGGT.jpg,6,NORM,131,6,0,-1,,,,
/content/Dataset/DEB/DEB-WNHNHDIN.jpg,2,DEB,132,2,0,-1,,,,
/content/Dataset/ADI/ADI-EETLLSNM.jpg,0,ADI,133,0,0,-1,,,,
/content/Dataset/STR/STR-RFGVYLEF.jpg,7,STR,134,7,0,-1,,,,
/content/Dataset/STR/STR-TDGSYIRG.jpg,7,STR,135,7,0,-1,,,,
/content/Dataset/LYM/LYM-TQVEVHVA.jpg,3,LYM,136,3,0,-1,,,,
/content/Dataset/MUC/MUC-AEEYSLRM.jpg,4,MUC,137,4,0,-1,,,,
/content/Dataset/MUS/MUS-SLWDNQME.jpg,5,MUS,138,5,0,-1,,,,
/content/Dataset/MUS/MUS-STRPVIQD.jpg,5,MUS,139,5,0,-1,,,,
/content/Dataset/LYM/LYM-QFISWLNQ.jpg,3,LYM,140,3,0,-1,,,,
/content/Dataset/NORM/NORM-LNNRYCNG.jpg,6,NORM,141,6,0,-1,,,,
/content/Dataset/DEB/DEB-WMMVTMWW.jpg,2,DEB,142,2,0,-1,,,,
/content/Dataset/NORM/NORM-AMSASSKD.jpg,6,NORM,143,6,0,-1,,,,
/content/Dataset/TUM/TUM-RREVHNKI.jpg,8,TUM,144,8,0,-1,,,,
/content/Dataset/TUM/TUM-QCTVSSWL.jpg,8,TUM,145,8,0,-1,,,,
/content/Dataset/MUC/MUC-ANPPGWYY.jpg,4,MUC,146,4,0,-1,,,,
/content/Dataset/STR/STR-QEGEEPDV.jpg,7,STR,147,7,0,-1,,,,
/content/Dataset/ADI/ADI-IDWWVTAL.jpg,0,ADI,148,0,0,-1,,,,
/content/Dataset/MUC/MUC-QVFNTRGF.jpg,4,MUC,149,4,0,-1,,,,
/content/Dataset/TUM/TUM-SMIGSKRD.jpg,8,TUM,150,8,0,-1,,,,
/content/Dataset/LYM/LYM-TLYVTGQF.jpg,3,LYM,151,3,0,-1,,,,
/content/Dataset/BACK/BACK-KSCAYQKV.jpg,1,BACK,152,1,0,-1,,,,
/content/Dataset/NORM/NORM-YHFTMCTR.jpg,6,NORM,153,6,0,-1,,,,
/content/Dataset/BACK/BACK-IDLNPNNR.jpg,1,BACK,154,1,0,-1,,,,
/content/Dataset/LYM/LYM-SKWGMTMT.jpg,3,LYM,155,3,0,-1,,,,
/content/Dataset/MUS/MUS-NVRLRHIA.jpg,5,MUS,156,5,0,-1,,,,
/content/Dataset/LYM/LYM-APEFWEWM.jpg,3,LYM,157,3,0,-1,,,,
/content/Dataset/STR/STR-SFMTCQFA.jpg,7,STR,158,7,0,-1,,,,
/content/Dataset/LYM/LYM-VMKCHDAW.jpg,3,LYM,159,3,0,-1,,,,
/content/Dataset/LYM/LYM-RALSSDFP.jpg,3,LYM,160,3,0,-1,,,,
/content/Dataset/NORM/NORM-TTGAIEGT.jpg,6,NORM,161,6,0,-1,,,,
/content/Dataset/LYM/LYM-TFFQHMCM.jpg,3,LYM,162,3,0,-1,,,,
/content/Dataset/STR/STR-YCLACSLM.jpg,7,STR,163,7,0,-1,,,,
/content/Dataset/STR/STR-TGTFITQV.jpg,7,STR,164,7,0,-1,,,,
/content/Dataset/NORM/NORM-TGYYWNQV.jpg,6,NORM,165,6,0,-1,,,,
/content/Dataset/MUS/MUS-SIWLNPEM.jpg,5,MUS,166,5,0,-1,,,,
/content/Dataset/LYM/LYM-PALKGGKI.jpg,3,LYM,167,3,0,-1,,,,
/content/Dataset/ADI/ADI-CDYSHDIY.jpg,0,ADI,168,0,0,-1,,,,
/content/Dataset/DEB/DEB-TECEAAPR.jpg,2,DEB,169,2,0,-1,,,,
/content/Dataset/STR/STR-TSDSHPNL.jpg,7,STR,170,7,0,-1,,,,
/content/Dataset/BACK/BACK-IYTYWNQQ.jpg,1,BACK,171,1,0,-1,,,,
/content/Dataset/NORM/NORM-RRCSKWCA.jpg,6,NORM,172,6,0,-1,,,,
/content/Dataset/NORM/NORM-MENDWNDK.jpg,6,NORM,173,6,0,-1,,,,
/content/Dataset/LYM/LYM-YTIDGDHI.jpg,3,LYM,174,3,0,-1,,,,
/content/Dataset/LYM/LYM-RLWDWFPW.jpg,3,LYM,175,3,0,-1,,,,
/content/Dataset/MUC/MUC-AQKNCHVE.jpg,4,MUC,176,4,0,-1,,,,
/content/Dataset/TUM/TUM-QDKWCYTW.jpg,8,TUM,177,8,0,-1,,,,
/content/Dataset/STR/STR-NIKMHHYR.jpg,7,STR,178,7,0,-1,,,,
/content/Dataset/LYM/LYM-TQNAVKMG.jpg,3,LYM,179,3,0,-1,,,,
/content/Dataset/ADI/ADI-GPFVATTC.jpg,0,ADI,180,0,0,-1,,,,
/content/Dataset/LYM/LYM-FRLAPKFW.jpg,3,LYM,181,3,0,-1,,,,
/content/Dataset/LYM/LYM-HISDNCAT.jpg,3,LYM,182,3,0,-1,,,,
/content/Dataset/TUM/TUM-QTCAFWQE.jpg,8,TUM,183,8,0,-1,,,,
/content/Dataset/NORM/NORM-SECWCVMC.jpg,6,NORM,184,6,0,-1,,,,
/content/Dataset/MUS/MUS-CAAPQSIE.jpg,5,MUS,185,5,0,-1,,,,
/content/Dataset/TUM/TUM-RWCGHMCY.jpg,8,TUM,186,8,0,-1,,,,
/content/Dataset/MUS/MUS-RLRWFNWL.jpg,5,MUS,187,5,0,-1,,,,
/content/Dataset/BACK/BACK-KYTGGYQE.jpg,1,BACK,188,1,0,-1,,,,
/content/Dataset/LYM/LYM-LDKCRTMW.jpg,3,LYM,189,3,0,-1,,,,
/content/Dataset/DEB/DEB-RKKAIIHY.jpg,2,DEB,190,2,0,-1,,,,
/content/Dataset/TUM/TUM-WFPWHLTP.jpg,8,TUM,191,8,0,-1,,,,
/content/Dataset/ADI/ADI-FYCLCRTI.jpg,0,ADI,192,0,0,-1,,,,
/content/Dataset/DEB/DEB-SLLTYREP.jpg,2,DEB,193,2,0,-1,,,,
/content/Dataset/MUS/MUS-CAKTYKWC.jpg,5,MUS,194,5,0,-1,,,,
/content/Dataset/MUC/MUC-CTTSIGTS.jpg,4,MUC,195,4,0,-1,,,,
/content/Dataset/MUS/MUS-QMTQGMSP.jpg,5,MUS,196,5,0,-1,,,,
/content/Dataset/LYM/LYM-RHSWDPEW.jpg,3,LYM,197,3,0,-1,,,,
/content/Dataset/MUS/MUS-RTNERGSF.jpg,5,MUS,198,5,0,-1,,,,
/content/Dataset/STR/STR-SMDVPHMS.jpg,7,STR,199,7,0,-1,,,,
/content/Dataset/MUC/MUC-ASHGDTMK.jpg,4,MUC,200,4,0,-1,,,,
/content/Dataset/DEB/DEB-NPDWLGCP.jpg,2,DEB,201,2,0,-1,,,,
/content/Dataset/MUC/MUC-LKFMSNEP.jpg,4,MUC,202,4,0,-1,,,,
/content/Dataset/STR/STR-TLLSMCLL.jpg,7,STR,203,7,0,-1,,,,
/content/Dataset/LYM/LYM-YLNNLTPN.jpg,3,LYM,204,3,0,-1,,,,
/content/Dataset/TUM/TUM-VTFLDAGV.jpg,8,TUM,205,8,0,-1,,,,
/content/Dataset/NORM/NORM-PHEYRIWI.jpg,6,NORM,206,6,0,-1,,,,
/content/Dataset/ADI/ADI-HLLEGFVH.jpg,0,ADI,207,0,0,-1,,,,
/content/Dataset/MUC/MUC-RECEMTPH.jpg,4,MUC,208,4,0,-1,,,,
/content/Dataset/DEB/DEB-PQWWFKSN.jpg,2,DEB,209,2,0,-1,,,,
/content/Dataset/TUM/TUM-QMEQLIKY.jpg,8,TUM,210,8,0,-1,,,,
/content/Dataset/MUC/MUC-REDYKAKP.jpg,4,MUC,211,4,0,-1,,,,
/content/Dataset/TUM/TUM-YPRTHRKF.jpg,8,TUM,212,8,0,-1,,,,
/content/Dataset/LYM/LYM-YQKNQWVI.jpg,3,LYM,213,3,0,-1,,,,
/content/Dataset/ADI/ADI-CQHPQILM.jpg,0,ADI,214,0,0,-1,,,,
/content/Dataset/ADI/ADI-CHQEFPKR.jpg,0,ADI,215,0,0,-1,,,,
/content/Dataset/ADI/ADI-HEISSVCG.jpg,0,ADI,216,0,0,-1,,,,
/content/Dataset/LYM/LYM-SQSPCGSH.jpg,3,LYM,217,3,0,-1,,,,
/content/Dataset/NORM/NORM-RHRIWGQF.jpg,6,NORM,218,6,0,-1,,,,
/content/Dataset/LYM/LYM-PNMRLVEM.jpg,3,LYM,219,3,0,-1,,,,
